country_name ,indicator_name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Barbados,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.7132236,275.9792299,267.345526,309.9058577,296.3085361,333.4130504,239.0299932,178.9985469,184.4128617,167.7869336,123.519869
Belgium,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,77.472252,78.40059887,80.27703678,82.00034685,79.00481553,82.20883894,83.89130359,88.79703702,93.34449605,99.1935956,88.08183607,91.25072985,89.7630389,87.77417591,83.91560757,80.89427353,79.92780425,81.98336149,86.00837665,92.03977075,93.18026185,96.40735878,106.2681398,110.2546371,110.927148,106.3708792,110.4457552,117.5572621,123.7451854,136.2727295,146.2028427,152.1663798,149.1866572,155.6623198,158.525032,156.8599877,159.0731691,170.0875097,192.0944897,201.4255079,189.452002,199.6614074,204.1248139,205.0567603,205.4207899,207.1950699,227.8547264,215.7714863,210.6155622,211.9476857,222.8506,209.6993502,195.7726185
Benin,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,1.340335659,1.50521565,1.844089207,1.860644152,1.829063669,1.570180321,1.378516631,1.414016188,1.41308567,1.728186245,1.877893638,2.067655466,2.229196045,2.493685213,3.04539024,8.771389963,7.687916697,7.756689695,8.343711879,10.00943303,11.58839192,13.72773446,17.15098322,16.48430091,12.97363024,15.05954836,13.9467004,12.92983253,13.84208237,10.4987415,9.884681473,7.949944398,6.033059326,5.433637334,4.368092087,3.838802412,4.381019487,2.798474365,3.572563755,5.044321529,5.481569112,5.072098527,4.791706584,7.630279279,7.677030867,8.931851003,10.22123034,12.19120992,12.61807705,14.96552085,15.69043424,16.41727925,15.50132108,16.31719787,16.60325738,16.61496101,17.37353415,16.4832295,16.68828568,17.54761111,15.48343169,15.32355654,17.08499085
Bhutan,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.753910844,3.170597773,2.696201783,2.842385379,2.79214771,3.196563587,4.553783242,4.405966133,5.555030661,6.926919971,7.090243582,9.159395227,8.121798649,7.053865509,11.88780224,10.0830504,8.768177491,9.226266002,10.46186639,12.28471196,14.04527342,17.02922892,19.73060092,23.2440806,26.29968439,32.2028378,35.04428407,45.82984181,51.68020983,49.97812848,48.51655765,47.7344935,48.69335221,51.02184277,53.47630099,59.2624643,66.11034183,70.09460329,73.73754528,
Botswana,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,8.413436054,11.09717636,15.32359963,17.98264583,18.130414,16.2116347,12.85563123,11.23673435,10.48555224,14.66228663,11.37177272,10.94640265,11.08818542,7.432776031,7.64089658,6.842002421,5.402705508,6.592043637,9.295676423,11.74707729,14.54833224,14.09348396,13.8581852,11.58999344,10.32394938,9.714750857,12.98545121,13.94372371,14.76480353,16.40006116,19.58354132,20.29942709,21.65813323,20.41626623,21.24053717,23.85627718,26.12799398,27.99844789,25.7166017,27.50809636,34.15187214,34.62647564,34.22946891,38.8745157,35.68615321,37.13217458,37.74447988,38.59049645,41.92613599,35.67039809,33.75215826
Brazil,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1443641,85.88851171,51.46446419,44.82435482,47.69837694,49.30538304,48.67074067,47.24879555,49.3003262,52.81356378,48.37710738,45.04425999,46.48237525,50.00290523,47.71663622,55.51750384,57.91636401,58.93654588,62.28654171,66.66591897,70.69591807,74.3641625,81.83140929,74.3576026,72.43576778,74.42777066,76.98903971,86.44194955,85.95393476,87.47944216
Bulgaria,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.52217092,53.81145231,47.76385867,35.40714136,36.13107879,52.03144382,10.86570623,12.39416209,19.3643429,27.49345064,31.37121334,37.55117012,48.20689695,64.58680172,81.77149488,104.1043242,134.669485,150.4862606,149.673418,145.0145148,136.0992961,135.0474654,137.8776637,138.2138847,118.2605912,112.917754,107.4019968,106.1575566,101.4363148,101.379734,93.09850428,
Burkina Faso,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,0.747680904,1.465959988,1.517142256,1.707206619,1.892537184,1.917762202,1.543237201,1.676557404,1.830168556,2.193771119,1.940563979,2.037983297,3.201708899,3.964198986,5.677059489,6.805112807,11.1803485,12.39567477,13.25821657,11.55396085,10.61352892,10.50522995,10.53429138,10.30996057,9.834618026,10.59822416,11.05985099,11.62056277,11.91848904,13.21442207,13.58408244,9.940421296,8.659236406,7.845852669,5.569843205,5.392522867,5.51029017,9.265173313,8.866980825,8.155605998,9.414259078,9.677426406,8.824927811,11.32783393,12.84240159,13.19521554,14.57862234,12.69923278,14.98166306,15.98089286,15.48002076,15.24881265,16.49313456,20.68174812,23.27708789,24.9110362,25.70659621,27.1642606,27.08382774,28.0263698,28.28304619,29.35821081,30.12892828
Burundi,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,2.731708962,2.465974438,2.322042158,3.036810698,2.983563806,2.055004844,3.433059229,3.730391914,4.090483269,4.34861462,8.053372785,2.633724159,3.515406172,3.062486655,6.439400775,7.749859365,6.133496656,8.869149628,7.405804487,6.34146258,3.55394899,3.196284308,3.990480976,3.877623653,5.427668747,6.347226503,7.963681938,9.965404453,9.931394371,13.00130616,13.6678674,10.95839409,12.80776572,10.82398295,12.42381029,13.34387143,16.13389693,15.14489059,18.66606505,18.65272799,15.8580682,13.13241365,14.66717307,13.94345539,12.80175853,13.87116978,17.29543267,20.6133354,19.3397726,18.26763803,18.47486941,15.83827224,16.5414579,14.7097757,17.21578507,19.71908937,22.60009315,34.20319993,40.85028188
Cabo Verde,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.738556331,1.694596725,1.574908273,1.747824217,2.142296273,2.198081151,1.928930631,1.837778352,1.423257278,1.492237298,1.142550594,1.519585927,1.970594739,2.355652905,3.227093437,3.044531444,3.174201835,12.98541842,13.35891452,17.05208849,16.76095041,20.36378883,20.53073959,26.99565681,26.46980592,26.59293638,29.3191555,30.87354104,32.62949299,33.38583723,38.86145799,44.37173837,51.31354114,56.98582258,60.72818007,65.10137936,63.63002567,63.39201802,62.5735509,61.15050528,60.54600156,61.80360975,54.08569935,52.73234788,65.81011599,64.39016632,57.44089689
Cambodia,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.365411407,3.298843713,3.478831501,4.722202685,6.276449566,5.585018428,5.705768488,6.379705364,5.987768789,6.309979141,7.210988782,8.898524445,8.862616627,11.91827083,18.01555253,23.24333997,24.27515507,27.18026083,27.98136101,38.08080439,51.28898084,61.19152038,73.05134422,80.57481827,85.61614641,98.64715861,113.4625851,138.8567343,165.5452569,181.0916596
Cameroon,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,10.44399331,9.718527233,11.43743901,11.04340263,11.49003796,11.24270037,11.76180075,11.95268961,11.58612215,12.00545855,12.01959455,13.41219585,12.69290416,12.75207874,14.32978982,15.42794689,17.28520944,20.24996861,22.05621867,22.29125994,23.09417957,24.35479505,24.41997468,24.14941162,19.72393529,17.88508712,18.7754808,20.22260221,19.06909847,19.60074126,20.62007756,20.65237742,9.78767703,9.137537909,8.209461828,7.295199399,7.029809265,5.816847087,6.580176881,6.941863,7.439387169,7.750164248,7.975482742,8.126857252,7.73229362,8.339188175,8.062567354,8.238810084,9.178174724,9.547380562,10.67575936,12.18799782,12.27726299,12.83028579,13.62030071,14.06168482,14.24654339,13.8541897,14.50692822,13.92653619,,,
Canada,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,66.95901839,75.05767173,75.4879216,72.96358538,72.28266632,79.0816617,77.85413916,78.57773353,79.60086035,77.87993604,79.61280249,85.57838504,80.97587441,85.87386757,89.84961248,86.62065536,86.58731064,90.27844119,93.63945295,95.67161654,96.61879839,99.31098121,100.7819959,106.290784,110.5210779,114.6800506,117.4133006,119.9930502,116.6793326,109.2343989,106.0705303,107.8263774,111.7630974,115.306023,121.3203508,128.7239476,134.8147594,141.1409387,142.6767311,144.7556145,142.3360927,141.8826605,142.044162,145.1164704,151.2994552,144.6021388,143.9413021,150.6015938,154.7564116,151.4226374,153.7434558,149.6814131,154.1554078,161.8499792,167.4368347,183.2309363,179.9742264,179.3959403,184.7896865,190.3160315,194.1399009,209.2911571,213.7630799,213.6084005,216.2009237,220.0965783,245.7114851,230.1576176,215.8891954
Central African Republic,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,23.65100426,28.4113567,28.54866666,30.3417408,26.44411841,24.67164278,25.39468438,25.2191743,24.56934633,24.24059649,21.73710572,14.91159293,14.34627161,13.60666024,16.81708095,13.48885524,10.24360193,10.46538005,11.37291097,8.15865024,13.71543814,11.0241089,12.42346336,11.95516364,10.8125898,9.075516106,8.150485939,8.003213854,7.129050406,7.250123609,6.944514929,6.537815805,4.38778082,4.280751345,3.885661447,4.069851179,4.428040684,4.203202059,4.536585368,4.279343807,4.937241205,5.153382348,5.825310568,5.87810438,6.898582821,6.502999155,6.337000665,6.525427457,6.743536488,6.75374025,8.210695416,8.890883308,10.30423054,12.80154798,12.37310596,11.2936252,11.892561,10.78961277,11.76038934,11.13158782,11.10070209,11.17153603,
Chad,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,9.478182601,14.26048841,12.33774398,14.68618087,14.06176629,13.16486705,13.78484593,17.87377028,19.42554737,19.76603433,14.38215333,11.64229019,11.25563468,11.92073588,13.9210221,17.23002986,14.40894192,15.92514407,19.31051085,27.88462426,26.80660124,14.79738382,12.55485082,10.94569684,12.54409556,17.47059697,21.25799787,21.37253835,7.724830647,7.230411141,7.332680623,7.333592688,7.218236808,5.311230461,3.806894929,4.04294079,3.824549167,3.395956923,3.47154024,3.765353258,3.653276988,3.627296368,3.590998324,3.686114498,2.751392578,2.51082822,2.187372834,2.369807701,3.020170914,3.840174624,4.168670389,4.763388023,5.720631845,5.973086046,7.690079703,8.245350376,12.2241635,11.90472958,11.28685474,10.04323306,9.899825517,11.75762476,
Chile,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.33070476,90.15343131,75.07954428,62.09661701,57.72066964,55.08716972,62.67241897,63.4185351,58.02655516,61.2715971,68.80081204,67.68149285,72.57707059,80.66515871,88.26285742,95.59279096,105.234973,109.3093834,112.3141037,113.0488921,100.764097,93.630792,90.4491898,87.6705894,92.21187048,111.4816357,110.1012875,102.7270926,109.1766573,115.8301552,124.5234857,136.3137845,145.5237296,142.795891,137.544236,143.3748973,154.0203049,157.7246621,147.0857482,145.4029909
"China, People's Republic of","Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.90665506,73.35909436,74.44544414,70.69638259,74.13006087,82.71827981,84.55742435,83.00516854,85.26263899,78.66049395,77.97702785,80.76665271,88.29658398,95.02732863,109.4876301,109.787053,101.9957679,102.3660888,122.2850438,116.0519944,108.5316763,108.759953,105.7589071,105.8276947,127.7556607,138.4228283,136.6459014,146.6867902,155.1276736,167.5883426,179.9263542,187.1290229,187.9477649,185.5352763,186.3720197,198.6909437,193.0197306,195.033571
Colombia,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4364354,54.05724449,54.24700764,53.78119863,47.13918502,46.2949524,48.47732174,44.2755049,40.74705194,39.64913599,41.74557828,43.44789735,43.59089694,45.21924721,48.87305867,50.29599756,50.65045348,54.60825509,60.50842899,67.97216559,64.12196619,62.29397613,61.97387494,60.64252888,69.9779909,64.21346402,61.04060748
Comoros,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25761933,5.94634868,7.656681906,3.978758571,4.453254967,5.021951772,6.797100406,5.967191027,8.223158516,8.48654282,8.61801977,7.2602593,6.520671806,6.404674156,4.441613155,5.307122367,4.300472731,4.989298095,5.221180226,4.23631091,4.268979976,4.699534804,4.090535913,5.125261937,4.94674535,5.311862572,6.018940862,7.187383385,8.448136308,9.126487823,10.60985337,11.38221472,12.32553946,14.37438451,14.93197812,15.39736805,14.95008215,14.55687527,14.06629828,15.07117174,
"Congo, Dem. Rep. of the","Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,0.651458974,0.938257939,0.740172839,0.719335103,0.74228781,0.529883748,0.60263563,0.787201166,0.920867643,1.262181661,1.518559426,1.971783722,2.067957377,1.395845401,1.190438164,1.04423269,0.715012638,0.617053076,0.520320846,0.515031287,0.448757771,0.37699053,0.370227132,0.48129686,0.64647224,0.552816382,0.447026436,0.41017677,0.165400377,0.186518712,0.221884956,0.245189486,0.214900974,,,,,0.151176457,0.465075678,0.399079978,0.710265688,1.012688999,1.107484713,1.681619514,2.074166826,3.77604123,4.799165446,3.470274773,3.795100025,4.520475053,4.776121601,5.230091617,5.805125352,6.970424798,5.117411845,5.59861513,5.960666772,7.284080687,6.919901375,
"Congo, Republic of ","Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,12.59355094,12.43284088,12.13960112,14.36646056,14.4509231,12.22888713,12.51140337,12.70042435,11.72988756,11.57235066,11.66128877,12.21544355,11.92183732,12.50662941,11.83609791,13.84099908,16.40057143,17.01007723,15.47910006,13.97150706,12.09845066,19.30406077,25.49094249,28.01068407,31.56805885,33.37142051,31.90852939,27.88208097,15.14189852,14.04331564,14.92284495,14.19514363,13.92595154,7.672804216,6.509563631,6.905496819,6.673043788,7.025526083,8.379494409,9.598397661,4.198368652,4.484221152,2.594988244,3.280826996,2.665970401,2.199517493,1.994224101,2.142803788,3.179372255,4.826075031,5.860383855,7.045971296,7.34194908,8.784736133,11.02502941,15.21514485,18.94822713,16.51724696,13.86606844,13.54396096,16.84832749,16.80251744,
Costa Rica,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.07635098,28.31387538,27.48467493,32.19844768,36.46715889,44.16682419,47.44589092,45.22453843,43.95871247,45.88103511,48.36589432,55.62717214,60.5179713,54.74409677,50.59203436,54.9634888,54.77526872,58.26158946,61.10755376,62.11927795,65.01420456,65.59999986,66.51639687,62.42618899,66.963852,62.81832615,59.49203762
Croatia,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.90177755,34.30947274,38.73447047,47.5456244,49.89657566,56.92783758,56.83597663,70.88391782,79.41062153,82.5,86.66052483,91.59971266,100.8834415,110.4425968,119.4927692,131.7969735,141.3053102,139.9955528,139.6749355,139.208036,138.3748009,135.5250153,129.3741945,125.6300739,123.8667873,118.670439,131.045569,117.2258109,107.4605271
Cyprus,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,91.11568144,90.64845525,85.58858115,90.45105113,99.04278504,86.17142578,94.50858236,88.98323609,106.2856997,110.2597529,113.4568539,108.069013,118.3701537,131.2709204,157.6309224,193.1942355,174.26245,178.0970668,175.4235895,169.0130699,159.2102113,156.407361,155.0114002,155.0125576,148.5960754,154.0336313,158.8083746,159.3823009,233.5121878,244.4530446,258.1119915,284.4427826,287.1598136,307.0283313,312.8398346,317.6445307,314.7451,315.3113991,310.0908419,303.777385,304.9579523,274.244322,277.3351857,258.2695616,222.5258904,249.5213293,252.78375,267.8679725,291.0019148,306.3104067,313.6795264,324.4862298,327.4354713,341.6498526,352.4475484,347.3364207,328.7830816,305.4607307,283.6535933,266.8356626,271.0993377,249.6273752,
Czech Republic,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.61848167,69.77611104,77.17024247,66.59561426,65.50803979,62.13824059,56.06333308,57.81755508,52.25047212,60.08033887,60.09831991,64.53618799,69.81064808,76.85747219,80.94600336,83.69759096,86.10689007,89.2516151,91.83718495,90.10641622,85.89687156,87.98890444,88.73563002,91.74835111,86.09522096,89.67343717,85.933075,81.51674985
Côte d'Ivoire,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,9.661605284,10.29276041,8.615531889,10.37633411,12.80517571,10.99701038,10.7142555,11.38952579,12.25093392,13.54945417,13.71749057,15.76358053,17.97845848,20.25234914,23.26400139,22.94834993,24.09333318,27.84634714,27.82120507,29.30904807,28.55439672,29.47798405,28.9627481,29.8893031,25.80218892,24.07788438,23.51449825,26.50982657,26.49154451,24.66747661,25.42653199,25.03340204,22.12928195,19.75349891,12.61870603,12.77087502,11.5063756,11.79396652,11.2162782,10.00893866,10.47183056,10.21957031,10.09942447,8.988711599,9.609397321,8.904241086,10.33249969,12.29576774,11.86050197,12.44249209,13.14682863,13.48900669,13.31507281,14.07352249,14.58273269,16.62312393,17.54807072,19.19466044,19.20387073,19.1529469,20.52454209,21.21676931,21.02278128
Denmark,"Annual average of private debt, loans and debt securities (Percent of GDP)",,85.43689591,82.98519431,81.10082744,81.2280515,81.68966758,80.3364861,79.25648227,82.58011251,84.08352158,88.19006273,89.17357147,89.6421148,94.97732233,96.84412671,99.85700853,105.01035,107.7418424,110.0778509,113.5077212,115.5821752,114.8471236,117.3270832,124.4260617,128.6730504,130.5077816,125.7560667,125.0310055,123.3985866,122.6763048,122.198385,119.9044423,112.4052413,112.7146378,116.149047,126.4854192,143.6911786,153.2450059,155.0958804,154.5919969,155.5765425,152.3437737,145.7410768,147.0682825,137.9698919,138.6943153,141.0790571,145.4242934,145.0024326,153.1134794,160.1143558,169.8764004,169.378744,177.3275258,188.6318876,208.0505277,224.622591,237.9353893,244.6468717,260.6179046,249.9414664,256.6937614,257.6817861,246.8520379,247.5159818,245.3148664,242.7232733,234.4816139,235.1530967,247.3448856,245.0425574,240.4046519,214.1450245
Djibouti,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.54798346,37.55986183,37.62002027,36.24543269,34.73285248,35.19940489,32.05190674,30.43332809,29.10835929,27.57469696,27.21702313,30.43174436,31.50725532,30.67906356,32.81641636,20.38521277,22.6532406,18.67194702,17.23364809,15.94894835,15.03803025,14.29874577,14.37757426,16.04963537,17.6118516,21.61106649,24.22776986,22.02595887,20.61202365,22.16404262,22.19667532,21.7028461,19.73992094,21.17275426,21.63322199,22.35146748,20.9080274,18.7098728,19.38040146
Dominica,"Annual average of private debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,28.11954425,27.004688,20.87730205,22.21435629,24.74420709,25.32397699,27.29081149,27.92186973,29.68212736,27.59122854,27.59368214,23.60898708,22.82477851,27.86335624,34.30747878,38.82100756,39.50868334,41.77339197,43.68114318,43.77637153,46.49601233,45.42519364,47.22647477,47.09556481,46.86288898,50.43349038,47.85544928,48.1688522,45.37732157,45.4548022,48.58622168,50.41486211,49.12048257,48.95646196,48.91652083,53.10260776,55.61499738,59.1161341,57.62100491,53.67474167,51.30624182,46.94585492,51.00952286,47.17053436,40.40838204,53.24354699,51.7754,46.70759656
