country_name,indicator_name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Costa Rica,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35564655,14.95146875,15.8579181,17.01121918,18.13006996,18.7379052,21.63446035,25.1309135,24.21903308,22.76703372,23.8991819,24.79766946,26.02272808,27.17335375,28.22307476,29.64682443,30.45168547,30.94835076,29.65381186,31.32933423,29.01960331,27.48038188
Croatia,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01615472,5.086917432,8.618051284,10.81165297,11.42084636,12.75542571,16.19596878,21.35931593,24.8398999,27.26975542,30.46637564,34.17562361,37.04009079,38.71223207,39.55480994,41.27504348,40.75180112,40.51947469,39.64697197,39.51876697,37.81968862,34.66713148,33.67926814,33.61472695,34.04070457,37.81867555,34.10991616,30.99602303
Cyprus,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.86938515,65.95819339,68.99504389,70.21866066,77.02125036,77.7349907,74.96605909,74.13656647,69.2058574,73.31721575,90.62965936,91.904375,98.19490049,103.9953497,113.4609515,118.0425667,121.5423429,127.5165169,129.2931421,130.9967511,126.4251361,115.6998149,104.9516795,95.76149591,86.15125064,89.38524777,83.01455527,
Czech Republic,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.07757911,7.727408152,7.72862228,6.899719191,7.37320255,7.719350003,8.110344357,10.73916511,11.44418251,13.84099867,16.4511759,18.9805887,23.08403633,25.66438116,28.36300552,28.77491629,29.84491878,30.68151137,31.38349782,30.24879849,30.16676691,31.14041168,31.48825914,31.78454935,31.55737946,33.93027766,34.38095693,32.62680666
Denmark,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.40691562,73.31987114,76.44996802,79.40109708,83.54669992,83.9811006,84.68910123,88.84512579,93.4717558,97.05404764,102.2590939,110.5954477,116.7546634,122.8457839,127.2542424,137.9390097,133.8465514,131.4570616,129.1089403,126.3275149,123.7435549,119.2237507,117.106531,113.8448946,111.9280704,110.5773587,111.9492065,104.2878758,86.22081369
El Salvador,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.50588297,16.72571039,18.71755949,21.00621061,24.27386253,25.33975633,27.64016316,28.19029242,29.45382849,27.24825985,25.3787453,25.81602076,27.2653652,28.48000155,28.9031727,29.26369356,29.52136144,29.38703444,29.91791846,32.89376104,29.28660337,28.31393073
Estonia,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.799667324,3.350570793,6.251899733,5.819105803,6.967023618,8.655707955,10.80567391,14.06952693,18.35456211,24.1903069,31.98989357,41.94066887,46.10418789,50.62320715,57.49844677,52.9288859,45.62203001,41.95864303,40.24106885,38.85530044,39.71912675,40.01305873,39.40692207,38.52242215,38.55214872,40.65249638,37.84872087,
Finland,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,18.09643676,19.55657608,13.05184205,13.34165816,24.48976184,20.56296133,21.19815668,22.55270252,24.16517056,25.34227726,25.92779526,26.98850213,28.48170717,29.68403432,30.44225952,32.14377627,33.75039847,37.00757184,41.84277041,42.58981252,42.3597445,45.06150819,44.46462693,41.36720026,37.50674939,34.66600371,32.03569644,29.93854179,29.55243455,31.21907403,31.60317204,32.04911912,34.5648748,38.0740565,41.44421069,46.3333475,49.70242399,50.91943209,52.63686202,59.04581644,58.90413143,59.04554591,61.01812104,61.52573646,62.46538133,63.30628947,64.12618726,64.41111617,65.2260325,65.81018769,69.04695889,67.99125278,65.83383019
France,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53013327,19.15706932,21.46983086,22.41096133,22.43124798,23.35248614,23.97572989,26.13750477,27.2912765,26.67015306,28.77463688,30.65114595,30.82313982,32.65505256,33.85557454,33.62402441,35.86902941,35.17735474,33.40745465,33.52011474,33.73056606,33.10587501,34.03114492,34.22988871,34.62722663,35.56453497,37.07423838,38.94199537,41.74613017,44.26240064,46.63416368,48.60433251,52.55713889,53.7315647,54.75577994,55.14002271,55.5629658,55.64580315,56.08742959,57.05127144,58.4448221,60.43212347,62.21062628,68.44953313,66.64377589,66.14720181
Germany,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,39.64957666,40.42437811,42.44605271,43.58371613,43.16236176,44.10203822,44.5393184,45.9992649,47.84854734,50.15313953,52.11463913,54.43660297,56.06758191,58.09653648,59.16473162,60.77084508,59.86268547,59.9388711,59.07615361,58.85110913,57.93748818,51.38617732,51.81203953,55.39234332,58.14795988,60.05642322,63.27868511,65.20740382,67.20564728,70.57009536,71.16524188,70.07327828,69.98571507,70.27455608,68.84871736,67.94446557,65.26992805,61.4727851,59.7444718,62.06735821,59.39272344,57.12221001,56.57739927,55.65134188,54.21191967,53.63048464,53.31395905,52.91608002,52.64564917,53.48053414,57.00622242,56.7053238,55.09949445
Greece,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.501662499,6.313462435,7.298762822,9.01498101,10.12833519,11.80009046,14.77847988,18.90331986,23.26970299,27.06374439,32.53402193,40.54545178,46.09534126,52.18218539,56.41430643,58.71226595,62.00496154,65.30534952,66.08734427,66.1164973,64.23469273,62.54160312,61.00770218,58.10472406,58.70749284,55.88843257,59.56651855,55.61139397,45.03843214
Honduras,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.851273848,2.683027077,3.160759204,3.30193563,17.14174211,21.02239905,25.40572289,26.17150152,25.33360513,24.35101638,25.4123677,27.83429038,29.09943007,29.66027769,28.92144875,30.61116503,29.84505286,31.68277819,32.20474107,35.40411264,33.65909331,34.96343564
Hong Kong SAR,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.48614787,39.42339543,38.73024015,39.88601602,38.55193834,41.20612401,44.42067156,50.59410101,56.04575888,58.04481681,57.90261091,60.30214769,60.51304978,59.90662617,57.72433101,54.92552005,51.67459118,51.07568896,51.32094633,55.44973768,59.22974984,59.05367473,61.26140676,62.65247474,65.47578435,67.08582818,67.6302639,70.77550063,72.66932094,81.67810302,91.60645087,93.14285814,95.74660003
Hungary,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,7.808567088,8.031853588,8.166692059,8.032581906,7.609609329,7.55090398,7.297429177,7.891353044,8.452926639,8.898790557,9.922299307,10.83198741,11.78866809,12.56665492,13.3607877,14.09759771,15.36872447,15.91227487,16.21162879,17.73215075,18.88569078,20.54550864,22.39303383,22.96499427,21.83206239,19.86565244,18.57439695,11.09009192,10.15649265,9.745980504,8.981177174,6.615524004,5.236197378,4.848368227,4.353173219,5.010987712,6.466899108,8.272691313,11.82497805,17.05038748,19.98383425,23.47098464,26.15123969,30.00925573,36.33148384,37.53972734,39.40255905,37.46189756,31.70022062,28.26084414,25.63026093,21.14716418,20.09480519,18.63725344,17.68184918,18.50850875,20.84473815,21.00681751,19.79728587
Iceland,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,22.01541973,21.12624108,20.91002854,19.71833027,17.78956144,16.1249969,16.41588623,16.56717774,15.60313385,16.57475343,16.66982006,19.44953695,23.04641325,26.91039054,28.65335845,33.17291545,33.80605362,35.79142096,38.37592965,41.74765977,45.03467977,51.53202159,58.05203103,62.37843495,64.6449142,68.98577166,71.06571539,71.96401855,73.34353098,80.34935103,86.50912325,88.33669668,88.81483129,85.58626172,86.61529377,96.11664297,103.5650183,105.5219647,99.74358732,108.6860417,101.7683274,99.52680128,97.17054501,93.40698608,85.86183592,80.32272136,75.04820752,74.74305998,74.7739496,74.9637971,85.10560153,84.11393753,
India,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21000004,2.200000017,2.549999972,3.029999976,3.500000018,4.490000168,6.299999971,7.900000017,9.559999841,40.76318808,40.84887728,35.34492415,35.1142467,35.11019501,34.16764866,33.42760328,33.13895056,32.79733326,32.39232,33.57060838,34.47599032,36.35954424,38.96012543,34.88607222,35.5583667
Indonesia,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.066634212,7.273464026,8.882605577,10.66211842,11.47611648,10.87584704,11.30894872,11.49678551,12.14896738,13.61018091,15.21975176,16.43395395,17.01284782,17.06324452,16.79664854,16.9827947,17.03608798,16.99168128,16.96822422,17.80045226,17.24528506,16.23729716
Ireland,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3566376,58.25027305,69.72334394,81.05057955,91.5734712,97.56634698,107.9222353,117.5626331,112.3034554,106.0115782,98.10836204,92.81276295,80.39213676,55.7731504,52.74864363,46.67201768,41.797931,37.51783687,35.36541536,30.52080425,26.00247123
Israel,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04615664,31.56203441,32.9075225,33.05842425,34.60376615,36.20330103,36.93884842,37.17697729,35.63565296,36.51686485,37.47019043,37.00982688,36.32242464,36.65813726,34.82314103,35.64848797,36.92757799,37.88777848,38.72141897,38.72887109,38.75290332,39.07376556,39.55648424,40.1912626,40.66422108,41.02510614,41.17082541,40.96187345,42.94165404,43.86732132,44.15885282
Italy,"Annual average of household debt, loans and debt securities (Percent of GDP)",1.756817529,1.866674312,2.174224471,2.373574845,2.643492176,2.829705169,3.041729802,3.135114982,3.162022117,3.40709823,3.555433458,3.820637303,4.17977474,5.841326352,5.834208382,6.00717657,6.267187014,6.563329131,7.042033297,7.118918822,7.258218711,7.794450584,8.468009093,9.621184797,7.834292744,8.525092008,7.338168784,6.739706726,6.464583743,6.26575127,6.175081214,5.650753487,5.476984517,5.423690144,5.529538783,6.250540794,6.94146202,7.341251084,8.033195023,15.89578271,16.80730829,17.48479834,17.88243779,17.7881292,17.38530525,17.41917988,17.50913832,17.85368703,18.68875433,21.07077485,22.67984522,23.94871091,25.65544833,27.40457763,29.82430169,32.91627473,35.69616046,38.100431,38.98558955,42.37701426,43.45954769,43.53057699,43.68412401,43.25630135,42.55238091,41.83314153,41.17138532,40.75986717,40.75774349,41.06836732,44.89398081,43.2742846,41.72415726
Japan,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,19.93279457,21.43258138,22.67418615,23.61004268,24.17620945,25.41754028,25.95225667,28.85462192,31.70036199,34.28480108,33.95557547,35.86830273,37.68260965,38.6097182,40.96387392,43.84356359,45.68528812,46.93491039,48.68236643,51.48819164,52.44906128,52.07458636,53.59690404,59.44024009,61.72628279,66.32625228,68.1161393,67.22345688,67.24836764,68.55631313,69.48425202,70.13039921,69.55170456,69.33775345,69.75513768,71.10907098,69.83555646,68.52435391,67.43200439,66.54298243,64.73149177,62.09403067,61.14236181,59.99573136,60.27651652,63.53253253,61.22836085,61.81753305,61.41222751,61.30036017,60.7571619,59.51990995,59.81968703,60.28479062,61.3831699,62.53287039,67.47704989,67.840907,68.15650822
Jordan,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,32.7,32.2,35.1,37.4,38.7
Kazakhstan,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704686035,5.301289835,9.015601528,15.23267576,20.35217316,14.98333888,13.71861464,10.26042566,8.775991442,9.713152614,10.50665126,10.52592969,10.7164342,9.038727745,8.685710587,8.814268162,9.740462722,10.80426989,12.8631791,13.64943869
"Korea, Republic of","Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,1.931772552,1.5786235,1.389215826,2.007515815,3.324790128,5.563776836,6.799932058,9.699794823,11.03393406,11.40089003,10.98854184,11.78043927,13.60290955,13.09228347,12.52253192,12.89342813,13.12304806,14.42314589,16.8960053,20.15600224,22.92307101,24.73184969,25.81348063,27.54497973,28.44286742,30.01093693,32.36298074,37.67730688,40.21154957,42.50631781,44.29394752,44.63483842,46.50221266,45.9208904,47.83460314,49.93357107,46.12178113,45.09613224,49.31182797,54.55813311,63.96505014,62.79073381,60.31846487,63.53767704,67.59038695,69.20074533,70.99378921,73.05199379,73.16776843,76.45082873,77.2914774,78.40953794,80.08346508,83.11346471,87.33690353,89.37713727,91.78821431,94.97717353,102.9650705,105.7907531,105.0918596
Latvia,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.354901048,1.30280492,1.649374695,2.460656609,3.172511864,5.38691933,5.95639102,8.695792051,20.23654321,17.45560399,27.38927946,39.0000465,41.96647574,41.51597294,49.45787509,47.72782697,40.02258548,32.68040256,29.24522898,26.43296557,24.40570224,23.36101963,22.27580639,21.04031447,20.17038245,20.30762176,19.3940744,
Lesotho,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.315142794,4.862343195,3.159605694,3.121826255,3.968015507,3.692192526,4.803862817,5.082071768,5.909622136,6.533516673,7.622379251,10.801227,12.40598692,11.84554486,10.96572877,11.66654562,12.8927725,13.50670279,14.48213595,15.16489168,15.25549572,14.4149972
Lithuania,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.580455798,1.297470961,1.354671398,1.462264513,1.827608453,1.623799751,1.874162376,3.083833913,4.822851789,9.044605564,13.7735939,20.45831549,26.49243571,28.42253521,32.64106539,29.64089905,25.76283959,23.6107536,22.34528933,21.46807249,22.29948829,22.7879218,22.35436876,22.60036208,22.98448931,24.18388772,23.55613307,
Luxembourg,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.92392064,38.25774498,40.20410207,38.59650325,39.72199478,38.7625565,39.20435511,39.77050098,43.27170544,44.15844254,45.99583897,45.89319678,51.21406939,52.0225146,55.79669507,55.60966637,56.92001552,58.64222739,57.75991657,59.27829578,59.75907976,61.26885853,63.31916766,66.54724124,68.0751663,69.46183211,67.5191922,67.19040781
Malaysia,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.21964486,51.38913203,48.72482889,57.79203647,58.74800745,59.75321326,62.83271188,67.0698926,67.88630855,69.7416438,69.13987951,66.19204116,67.97701276,68.11840517,76.33392102,73.05503141,66.88260269
Malta,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20085847,19.91006772,20.13676806,21.56293224,23.53585708,23.43169896,26.7299013,28.742594,36.72254665,41.3722751,44.46767778,49.52616165,51.70218972,53.69301844,59.02891602,57.42242588,59.32041109,59.00772086,57.10477075,54.78737937,50.744695,50.28682883,47.30829063,46.93941577,48.00881862,54.65578086,52.21731618,
Mauritius,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20359133,24.93259165,27.6472399,29.90195867,29.8850932,31.1076198,33.1295277,30.62841807,31.2019473,30.89888155,30.48807914,30.34646437,32.96809324,38.23570831,34.89056444,31.77990715
Mexico,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69488037,11.75911265,10.96601289,9.682262696,9.276976041,8.473884279,7.680510117,7.973021924,8.712783245,9.338197796,9.992357081,10.95878452,11.86953429,13.52245993,13.24075185,13.4931596,13.23615203,13.54317032,13.92226052,14.56904678,14.59918429,15.21325305,15.94094021,16.01288031,16.03936158,16.0312831,17.1973243,16.55209043,16.57471266
Morocco,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35303936,14.86053318,16.55202366,17.47803664,17.99872152,18.50038377,22.79278168,23.42636427,23.96532736,24.91033356,25.63458357,26.92370089,27.72852751,28.11119016,27.04542118,27.42196066,27.12843134,27.32426654,27.41686284,30.55059063,28.56819504,27.43101981
Myanmar,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.451177027,0.284664806,0.26246449,0.360983073,0.370731442,0.351083778,0.345232775,0.299993239,0.278985355,0.486497476,0.746300626,1.018260871,1.879885262,1.600774702,1.572213771,2.150877356,2.124043082,1.948169939,2.000541936,0.92868772,,
Nepal,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.816172427,9.722994712,9.000193227,9.420750365,14.01439667,16.4552862,23.7320397,25.5436694,22.49489068,20.55841327,21.07375023,22.84374536,25.09467841,26.5830731,33.44593455,31.45947492,32.71303333,29.86949081,32.78271355,37.8126976,34.76199175
Netherlands,"Annual average of household debt, loans and debt securities (Percent of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.51066809,52.05744704,53.68332561,56.49678129,59.95869774,63.24135859,68.58237214,74.27475166,80.7631342,86.95796252,89.66852283,90.99590978,95.7394884,102.6167586,106.1707659,109.1950559,110.5885593,110.7818531,111.518886,119.4201094,119.8134505,119.1325099,119.0957875,116.2623796,114.378611,112.4027548,110.7567443,107.8930185,104.5210062,100.798593,104.9478362,101.4715842,94.85078181
